# Reynolds:  0.42315E+05
# Mach:  0.35261E+00
#  r/R          c/R          V (m/s)      AoA (deg)    beta (deg)   phi (deg)    Cl           Cd           s factor     Ue (m/s)     dp/ds (Pa/m) delta (m)    delta* (m)   theta (m)    tau_w (Pa)   x trans/c    Ue (m/s)     dp/ds (Pa/m) delta (m)    delta* (m)   theta (m)    tau_w (Pa)   x trans/c
#  0.89591E+00  0.11667E+00  0.18655E+02  0.45701E+01  0.12694E+02  0.80024E+01  0.83259E+00  0.29951E-01  0.86470E-01  0.17897E+02 -0.65318E+02  0.19609E-02  0.84757E-03  0.27677E-03  0.39207E-01  0.62379E+00 -0.17105E+02 -0.33100E+04  0.63988E-03  0.25080E-03  0.91990E-04  0.73653E+00  0.10000E+01
#  x/c                -Cp                    delta*/c              theta/c               Cf                    BC
 0.99206706157050E+00  0.84320688726401E-01  0.52318520515479E-02  0.23411117983378E-02  0.71499174111129E-02  1
 0.97620309436915E+00  0.34146281530517E-01  0.57339860334530E-02  0.25209320587985E-02  0.61454903275449E-02  1
 0.96034511791188E+00 -0.14745210558670E-01  0.62458929500195E-02  0.26944148017204E-02  0.53045259038539E-02  1
 0.94449712435965E+00 -0.43317548586890E-01  0.67805032399909E-02  0.27951650284669E-02  0.42402861188868E-02  1
 0.92866310336034E+00 -0.60889686472321E-01  0.69571751572851E-02  0.28114882960663E-02  0.38619833446195E-02  1
 0.91284704104426E+00 -0.73137830826912E-01  0.69883731735470E-02  0.28028872377125E-02  0.37265056446827E-02  1
 0.89705291902074E+00 -0.82360774671564E-01  0.69949485182746E-02  0.27896946128406E-02  0.36362367931417E-02  1
 0.88128471337577E+00 -0.89879927588698E-01  0.70044608461082E-02  0.27760693692563E-02  0.35478043945697E-02  1
 0.86554639367101E+00 -0.95827433317565E-01  0.70071705615692E-02  0.27606046651152E-02  0.34732934630797E-02  1
 0.84984192194451E+00 -0.10055292632270E+00  0.69903365991664E-02  0.27417143613023E-02  0.34271408897270E-02  1
 0.83417525171325E+00 -0.10423223556832E+00  0.69520255100720E-02  0.27194099516101E-02  0.34106817557882E-02  1
 0.81855032697790E+00 -0.10728429694580E+00  0.68998016426183E-02  0.26949110349107E-02  0.34131653200824E-02  1
 0.80297108122994E+00 -0.10990747876181E+00  0.68431716815134E-02  0.26695749290259E-02  0.34221048201207E-02  1
 0.78744143646137E+00 -0.11227322298955E+00  0.67872373241181E-02  0.26440862174121E-02  0.34304297912712E-02  1
 0.77196530217744E+00 -0.11439151091319E+00  0.67325078994589E-02  0.26184897259852E-02  0.34373349880218E-02  1
 0.75654657441241E+00 -0.11627077816123E+00  0.66762407148820E-02  0.25924126250169E-02  0.34463344310002E-02  1
 0.74118913474876E+00 -0.11783984396870E+00  0.66149738624098E-02  0.25654216303238E-02  0.34624592564458E-02  1
 0.72589684934000E+00 -0.11910188584627E+00  0.65468198190990E-02  0.25373176956890E-02  0.34887271913980E-02  1
 0.71067356793742E+00 -0.12006516886545E+00  0.64726561014030E-02  0.25082663048397E-02  0.35245268115159E-02  1
 0.69552312292093E+00 -0.12086032517693E+00  0.63957876324464E-02  0.24787303766206E-02  0.35652661777375E-02  1
 0.68044932833424E+00 -0.12156343750107E+00  0.63192095621603E-02  0.24491073056742E-02  0.36064762755076E-02  1
 0.66545597892474E+00 -0.12220479427944E+00  0.62432200537689E-02  0.24194292381639E-02  0.36474570616071E-02  1
 0.65054684918818E+00 -0.12275866560668E+00  0.61663233690009E-02  0.23894987160364E-02  0.36905180302083E-02  1
 0.63572569241844E+00 -0.12321340661718E+00  0.60865010311578E-02  0.23590653070924E-02  0.37390758680391E-02  1
 0.62099623976269E+00 -0.12352771988918E+00  0.60012948295691E-02  0.23278421691530E-02  0.37978606522544E-02  1
 0.60636219928208E+00 -0.12366549124406E+00  0.59073831498936E-02  0.22954552467675E-02  0.38738039177438E-02  1
 0.59182725501823E+00 -0.12353660763348E+00  0.58011353422443E-02  0.22615122045342E-02  0.39758434114091E-02  1
 0.57739506606585E+00 -0.12316941978708E+00  0.56825214224296E-02  0.22260952811628E-02  0.41077233005160E-02  1
 0.56306926565152E+00 -0.12277221286986E+00  0.55590532549050E-02  0.21902713562479E-02  0.42586693736601E-02  1
 0.54885346021908E+00 -0.12274786405978E+00  0.54448518182375E-02  0.21559849643141E-02  0.44007459808619E-02  1
 0.53475122852174E+00 -0.12348594095310E+00  0.53530880220553E-02  0.21250027936359E-02  0.45018882204806E-02  1
 0.52076612072110E+00 -0.12490785258653E+00  0.52868575416557E-02  0.20975700724676E-02  0.45491663243739E-02  1
 0.50690165749346E+00 -0.12672908581538E+00  0.52392441596711E-02  0.20724410153889E-02  0.45533625462237E-02  1
 0.49316132914349E+00 -0.12846418423490E+00  0.51977013353900E-02  0.20476516670003E-02  0.45411617939169E-02  1
 0.47954859472556E+00 -0.12978830833632E+00  0.51511282809633E-02  0.20216270969759E-02  0.45379721644741E-02  1
 0.46606688117296E+00 -0.13072088325360E+00  0.50963506194564E-02  0.19940095932475E-02  0.45516244589343E-02  1
 0.45271958243516E+00 -0.13133735178657E+00  0.50352174438737E-02  0.19651310609912E-02  0.45786087744039E-02  1
 0.43951005862344E+00 -0.13175079066482E+00  0.49702621031676E-02  0.19353765642678E-02  0.46133542296720E-02  1
 0.42644163516494E+00 -0.13196505857897E+00  0.49026435851183E-02  0.19049181851544E-02  0.46534956883409E-02  1
 0.41351760196559E+00 -0.13199167655829E+00  0.48320325733417E-02  0.18737255130566E-02  0.47002048261699E-02  1
 0.40074121258179E+00 -0.13178172936127E+00  0.47572326471652E-02  0.18416677318466E-02  0.47573606747346E-02  1
 0.38811568340144E+00 -0.13132631923519E+00  0.46764680655453E-02  0.18085637700584E-02  0.48309355830877E-02  1
 0.37564419283416E+00 -0.13057207085034E+00  0.45879083631394E-02  0.17742546623466E-02  0.49283778377914E-02  1
 0.36332988051118E+00 -0.12956657627203E+00  0.44911303418363E-02  0.17387813982358E-02  0.50542081240214E-02  1
 0.35117584649495E+00 -0.12839977643285E+00  0.43883767094207E-02  0.17025212956533E-02  0.52055749967121E-02  1
 0.33918515049870E+00 -0.12726640497582E+00  0.42843606050659E-02  0.16661392217582E-02  0.53702617898638E-02  1
