# Reynolds:  0.41885E+05
# Mach:  0.35845E+00
#  r/R          c/R          V (m/s)      AoA (deg)    beta (deg)   phi (deg)    Cl           Cd           s factor     Ue (m/s)     dp/ds (Pa/m) delta (m)    delta* (m)   theta (m)    tau_w (Pa)   x trans/c    Ue (m/s)     dp/ds (Pa/m) delta (m)    delta* (m)   theta (m)    tau_w (Pa)   x trans/c
#  0.91162E+00  0.11361E+00  0.18964E+02  0.44889E+01  0.12540E+02  0.79249E+01  0.80553E+00  0.37911E-01  0.85645E-01  0.19040E+02  0.15000E+05  0.24445E-02  0.65811E-03  0.27118E-03  0.66180E+00  0.64268E+00 -0.17218E+02 -0.16115E+04  0.89608E-03  0.30705E-03  0.11070E-03  0.59652E+00  0.10000E+01
#  x/c                -Cp                    delta*/c              theta/c               Cf                    BC
 0.99206706157050E+00  0.86066482607974E-01  0.49399259375640E-02  0.22134710237731E-02  0.73459505126982E-02  1
 0.97620309436915E+00  0.33266031226209E-01  0.54483983385771E-02  0.24412064005251E-02  0.65095380621010E-02  1
 0.96034511791188E+00 -0.18205442543178E-01  0.59918431273423E-02  0.26561550946381E-02  0.56665920550988E-02  1
 0.94449712435965E+00 -0.46983859749725E-01  0.66895457065595E-02  0.27824055768766E-02  0.43143928932954E-02  1
 0.92866310336034E+00 -0.64076620949321E-01  0.69025295572857E-02  0.28048886695609E-02  0.38985055238996E-02  1
 0.91284704104426E+00 -0.75878274788321E-01  0.69421308055730E-02  0.27979162501072E-02  0.37584361021646E-02  1
 0.89705291902074E+00 -0.84834666099883E-01  0.69553493898451E-02  0.27859870759605E-02  0.36656256166038E-02  1
 0.88128471337577E+00 -0.92160958416910E-01  0.69719772470872E-02  0.27736492570927E-02  0.35740347594430E-02  1
 0.86554639367101E+00 -0.97932154059868E-01  0.69796044114680E-02  0.27591636506716E-02  0.34981655740054E-02  1
 0.84984192194451E+00 -0.10254277438996E+00  0.69661595221036E-02  0.27410566021923E-02  0.34510458054013E-02  1
 0.83417525171325E+00 -0.10625356161166E+00  0.69325984901111E-02  0.27197224082025E-02  0.34302501736379E-02  1
 0.81855032697790E+00 -0.10946915256467E+00  0.68874223650366E-02  0.26964742171192E-02  0.34242198066851E-02  1
 0.80297108122994E+00 -0.11232517255064E+00  0.68384050223977E-02  0.26724094116925E-02  0.34231954999558E-02  1
 0.78744143646137E+00 -0.11490717546662E+00  0.67886154324486E-02  0.26479371059261E-02  0.34232445504619E-02  1
 0.77196530217744E+00 -0.11719581457855E+00  0.67387074034304E-02  0.26231325501634E-02  0.34235978973527E-02  1
 0.75654657441241E+00 -0.11922855774025E+00  0.66880257115868E-02  0.25979034423840E-02  0.34248591164799E-02  1
 0.74118913474876E+00 -0.12092334012054E+00  0.66336573644372E-02  0.25718806873883E-02  0.34311128062793E-02  1
 0.72589684934000E+00 -0.12221746385584E+00  0.65707438854616E-02  0.25444803758339E-02  0.34494344487985E-02  1
 0.71067356793742E+00 -0.12305969039148E+00  0.64967495256948E-02  0.25154537634453E-02  0.34843562790882E-02  1
 0.69552312292093E+00 -0.12363901321080E+00  0.64150661936987E-02  0.24853136398474E-02  0.35317042203465E-02  1
 0.68044932833424E+00 -0.12412340034204E+00  0.63316668390341E-02  0.24548708268224E-02  0.35830661838974E-02  1
 0.66545597892474E+00 -0.12461992427289E+00  0.62501130150231E-02  0.24245885554503E-02  0.36328402708739E-02  1
 0.65054684918818E+00 -0.12514326953001E+00  0.61710761652911E-02  0.23945355578095E-02  0.36796457180332E-02  1
 0.63572569241844E+00 -0.12566311928495E+00  0.60934218930711E-02  0.23645426490987E-02  0.37250458126092E-02  1
 0.62099623976269E+00 -0.12613901272228E+00  0.60154916657231E-02  0.23343824766457E-02  0.37717712408648E-02  1
 0.60636219928208E+00 -0.12652960613794E+00  0.59350074676345E-02  0.23037658637518E-02  0.38239343064623E-02  1
 0.59182725501823E+00 -0.12674455810100E+00  0.58484526611880E-02  0.22722705186712E-02  0.38885392718696E-02  1
 0.57739506606585E+00 -0.12673173273721E+00  0.57525916057339E-02  0.22395407806388E-02  0.39730249946339E-02  1
 0.56306926565152E+00 -0.12650561340095E+00  0.56475513659954E-02  0.22056727328686E-02  0.40796257237721E-02  1
 0.54885346021908E+00 -0.12626288503379E+00  0.55388859072582E-02  0.21714646078054E-02  0.41997240483197E-02  1
 0.53475122852174E+00 -0.12624871856137E+00  0.54349071450813E-02  0.21380528740779E-02  0.43170162233843E-02  1
 0.52076612072110E+00 -0.12659869973183E+00  0.53420622181275E-02  0.21062802822118E-02  0.44162193516016E-02  1
 0.50690165749346E+00 -0.12738131427590E+00  0.52631797676910E-02  0.20764399461443E-02  0.44878993134920E-02  1
 0.49316132914349E+00 -0.12844133473504E+00  0.51962435339234E-02  0.20481146770847E-02  0.45334927238776E-02  1
 0.47954859472556E+00 -0.12959192416067E+00  0.51359478374386E-02  0.20204433821688E-02  0.45630714822120E-02  1
 0.46606688117296E+00 -0.13063097428441E+00  0.50764536518703E-02  0.19925520369040E-02  0.45894767136368E-02  1
 0.45271958243516E+00 -0.13143379410972E+00  0.50136017074282E-02  0.19638682925361E-02  0.46228083702926E-02  1
 0.43951005862344E+00 -0.13202900348290E+00  0.49467469281015E-02  0.19343342078784E-02  0.46651288736283E-02  1
 0.42644163516494E+00 -0.13244690104080E+00  0.48770453220192E-02  0.19041306880378E-02  0.47141668106884E-02  1
 0.41351760196559E+00 -0.13273580081958E+00  0.48055892998007E-02  0.18734135560261E-02  0.47674149715332E-02  1
 0.40074121258179E+00 -0.13288336505941E+00  0.47326989171499E-02  0.18422249613743E-02  0.48243067558925E-02  1
 0.38811568340144E+00 -0.13288799917185E+00  0.46578945922973E-02  0.18105020881793E-02  0.48863652434158E-02  1
 0.37564419283416E+00 -0.13270456008058E+00  0.45801712117456E-02  0.17781246064317E-02  0.49570537798984E-02  1
 0.36332988051118E+00 -0.13232644476633E+00  0.44984148156857E-02  0.17449758550723E-02  0.50406068919728E-02  1
 0.35117584649495E+00 -0.13173183820879E+00  0.44120450165557E-02  0.17110246370753E-02  0.51404779554613E-02  1
 0.33918515049870E+00 -0.13098561170587E+00  0.43219167907695E-02  0.16764290480315E-02  0.52558071142460E-02  1
 0.32736081111621E+00 -0.13016846647317E+00  0.42304806060776E-02  0.16415344699493E-02  0.53800279162459E-02  1
 0.31570580506183E+00 -0.12938660390379E+00  0.41408241363521E-02  0.16067300997118E-02  0.55025804612057E-02  1
 0.30422306642118E+00 -0.12868432892928E+00  0.40550441362477E-02  0.15722293211390E-02  0.56144242010512E-02  1
 0.29291548591247E+00 -0.12797749556105E+00  0.39720874143005E-02  0.15378113765719E-02  0.57172923527389E-02  1
 0.28178591015877E+00 -0.12706755160952E+00  0.38877161148618E-02  0.15028771940283E-02  0.58268814155439E-02  1
 0.27083714097143E+00 -0.12579447401494E+00  0.37969776965190E-02  0.14668190838842E-02  0.59653294715584E-02  1
 0.26007193464468E+00 -0.12410817519878E+00  0.36977903557660E-02  0.14294722013459E-02  0.61471147705199E-02  1
